"","study_title","primary_id","sequence_accession_number","run_id"
"205","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187333","SRR19119648"
"206","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187332","SRR19119649"
"207","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187331","SRR19119650"
"208","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187330","SRR19119651"
"209","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187329","SRR19119652"
"210","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187328","SRR19119653"
"211","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187327","SRR19119654"
"212","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187326","SRR19119655"
"213","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187325","SRR19119656"
"214","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187324","SRR19119657"
"215","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187323","SRR19119658"
"216","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187322","SRR19119659"
"217","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187321","SRR19119660"
"218","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187320","SRR19119661"
"219","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187319","SRR19119662"
"220","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187318","SRR19119663"
"221","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187317","SRR19119664"
"222","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187316","SRR19119665"
"223","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187315","SRR19119666"
"224","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187314","SRR19119667"
"225","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187313","SRR19119668"
"226","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187312","SRR19119669"
"227","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187311","SRR19119670"
"228","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187310","SRR19119671"
"229","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187309","SRR19119672"
"230","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187308","SRR19119673"
"231","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187307","SRR19119674"
"232","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187306","SRR19119675"
"233","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187305","SRR19119676"
"234","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187304","SRR19119677"
"235","Composition of a one-month old infant SHIME microbiota in the presence of Cronobacter sakazakii, lactic acid bacteria, and lactic acid bacteria with Vivinal GOS.","SRP373954","SRX15187303","SRR19119678"
"236","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831171","SRR18730896"
"237","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831170","SRR18730897"
"238","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831169","SRR18730898"
"239","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831168","SRR18730899"
"240","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831167","SRR18730900"
"241","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831166","SRR18730901"
"242","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831165","SRR18730902"
"243","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831164","SRR18730903"
"244","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831163","SRR18730904"
"245","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831162","SRR18730905"
"246","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831161","SRR18730906"
"247","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831160","SRR18730907"
"248","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831159","SRR18730908"
"249","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831158","SRR18730909"
"250","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831157","SRR18730910"
"251","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831156","SRR18730911"
"252","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831155","SRR18730912"
"253","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831154","SRR18730913"
"254","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831153","SRR18730914"
"255","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831152","SRR18730915"
"256","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831151","SRR18730916"
"257","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831150","SRR18730917"
"258","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831149","SRR18730918"
"259","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831148","SRR18730919"
"260","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831147","SRR18730920"
"261","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831146","SRR18730921"
"262","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831145","SRR18730922"
"263","Decabromodiphenyl ethane exposure on gut microbiome and metabolism in vitro with SHIME","SRP369790","SRX14831144","SRR18730923"
